date,state,city,place_type,confirmed,deaths,is_last,estimated_population,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2021-03-18,RR,,state,87032,1274,False,631181,14,13788.75473,0.0146
2021-03-18,RS,,state,771000,16117,False,11422973,43,6749.55635,0.0209
2021-03-18,SC,,state,752060,9247,False,7252502,42,10369.66277,0.0123
2021-03-18,SE,,state,162651,3210,False,2318822,28,7014.38058,0.0197
2021-03-18,SP,,state,2261360,66178,False,46289333,35,4885.27238,0.0293
2021-03-18,TO,,state,130824,1775,False,1590248,17,8226.64138,0.0136
2021-03-17,AC,,state,63721,1144,False,894470,12,7123.88342,0.018
2021-03-17,AL,,state,143338,3254,False,3351543,27,4276.7764,0.0227
2021-03-17,AM,,state,334432,11672,False,4207714,13,7948.06871,0.0349
2021-03-17,AP,,state,89822,1201,False,861773,16,10422.9304,0.0134
2021-03-17,BA,,state,753584,13589,False,14930634,29,5047.23376,0.018
2021-03-17,CE,,state,484921,12585,False,9187103,23,5278.27978,0.026
2021-03-17,DF,,state,322686,5206,False,3055149,53,10562.03805,0.0161
2021-03-17,ES,,state,351116,6819,False,4064052,32,8639.55481,0.0194
2021-03-17,GO,,state,445591,9976,False,7113540,52,6263.9839,0.0224
2021-03-17,MA,,state,231075,5568,False,7114598,21,3247.8996,0.0241
2021-03-17,MG,,state,991732,21029,False,21292666,31,4657.62249,0.0212
2021-03-17,MS,,state,198795,3740,False,2809394,50,7076.08118,0.0188
2021-03-17,MT,,state,279178,6574,False,3526220,51,7917.20312,0.0235
2021-03-17,PA,,state,390874,9634,False,8690745,15,4497.5891,0.0246
2021-03-17,PB,,state,241592,5080,False,4039277,25,5981.07037,0.021
2021-03-17,PE,,state,323176,11510,False,9616621,26,3360.59828,0.0356
2021-03-17,PI,,state,189115,3720,False,3281480,22,5763.1008,0.0197
2021-03-17,PR,,state,775070,14198,False,11516840,41,6729.88424,0.0183
2021-03-17,RJ,,state,612980,34586,False,17366189,33,3529.7324,0.0564
2021-03-17,RO,,state,170515,3519,False,1796460,11,9491.72261,0.0206
2021-03-17,RR,,state,86683,1269,False,631181,14,13733.46156,0.0146
2021-03-17,RS,,state,763794,15819,False,11422973,43,6686.47295,0.0207
2021-03-17,SC,,state,746620,9121,False,7252502,42,10294.65418,0.0122
2021-03-17,SE,,state,161841,3187,False,2318822,28,6979.44905,0.0197
2021-03-17,SP,,state,2243868,65519,False,46289333,35,4847.48398,0.0292
2021-03-17,TO,,state,129539,1755,False,1590248,17,8145.83637,0.0135
2021-03-16,AC,,state,63378,1140,False,894470,12,7085.53669,0.018
2021-03-16,AL,,state,142544,3234,False,3351543,27,4253.08582,0.0227
2021-03-16,AM,,state,333608,11623,False,4207714,13,7928.48563,0.0348
2021-03-16,AP,,state,89118,1195,False,861773,16,10341.23835,0.0134
2021-03-16,BA,,state,748835,13459,False,14930634,29,5015.42667,0.018
2021-03-16,CE,,state,481071,12466,False,9187103,23,5236.37321,0.0259
2021-03-16,DF,,state,321364,5176,False,3055149,53,10518.76684,0.0161
2021-03-16,ES,,state,348970,6783,False,4064052,32,8586.75037,0.0194
2021-03-16,GO,,state,442724,9885,False,7113540,52,6223.68047,0.0223
2021-03-16,MA,,state,229496,5537,False,7114598,21,3225.7058,0.0241
2021-03-16,MG,,state,980687,20715,False,21292666,31,4605.75017,0.0211
2021-03-16,MS,,state,197541,3709,False,2809394,50,7031.44522,0.0188
2021-03-16,MT,,state,277063,6518,False,3526220,51,7857.22388,0.0235
2021-03-16,PA,,state,387960,9499,False,8690745,15,4464.05918,0.0245
2021-03-16,PB,,state,240398,5036,False,4039277,25,5951.51063,0.0209
2021-03-16,PE,,state,320931,11471,False,9616621,26,3337.25328,0.0357
2021-03-16,PI,,state,187960,3697,False,3281480,22,5727.90326,0.0197
2021-03-16,PR,,state,769609,13936,False,11516840,41,6682.46672,0.0181
2021-03-16,RJ,,state,608887,34445,False,17366189,33,3506.16361,0.0566
2021-03-16,RN,,state,183817,4054,False,3534165,24,5201.14369,0.0221
2021-03-16,RO,,state,168891,3464,False,1796460,11,9401.3226,0.0205
2021-03-16,RR,,state,86382,1261,False,631181,14,13685.77318,0.0146
2021-03-16,RS,,state,754175,15606,False,11422973,43,6602.26545,0.0207
2021-03-16,SC,,state,740856,8958,False,7252502,42,10215.17816,0.0121
2021-03-16,SE,,state,160373,3163,False,2318822,28,6916.14104,0.0197
2021-03-16,SP,,state,2225926,64902,False,46289333,35,4808.72343,0.0292
2021-03-16,TO,,state,128258,1735,False,1590248,17,8065.2829,0.0135
2021-03-15,AC,,state,62940,1129,False,894470,12,7036.56914,0.0179
2021-03-15,AL,,state,141390,3216,False,3351543,27,4218.65392,0.0227
2021-03-15,AM,,state,332309,11573,False,4207714,13,7897.61376,0.0348
2021-03-15,AP,,state,88363,1187,False,861773,16,10253.62828,0.0134
2021-03-15,BA,,state,744227,13341,False,14930634,29,4984.56395,0.0179
2021-03-15,CE,,state,474978,12355,False,9187103,23,5170.05197,0.026
2021-03-15,DF,,state,319936,5145,False,3055149,53,10472.02608,0.0161
2021-03-15,ES,,state,346544,6746,False,4064052,32,8527.05625,0.0195
2021-03-15,GO,,state,439021,9722,False,7113540,52,6171.62482,0.0221
2021-03-15,MA,,state,228827,5505,False,7114598,21,3216.30259,0.0241
2021-03-15,MG,,state,974594,20687,False,21292666,31,4577.13468,0.0212
2021-03-15,MS,,state,196094,3667,False,2809394,50,6979.93945,0.0187
2021-03-15,MT,,state,274788,6456,False,3526220,51,7792.7072,0.0235
2021-03-15,PA,,state,385536,9427,False,8690745,15,4436.16744,0.0245
2021-03-15,PB,,state,239594,4992,False,4039277,25,5931.60608,0.0208
2021-03-15,PE,,state,318449,11411,False,9616621,26,3311.4438,0.0358
2021-03-15,PI,,state,186897,3674,False,3281480,22,5695.50934,0.0197
2021-03-15,PR,,state,763786,13626,False,11516840,41,6631.90597,0.0178
2021-03-15,RJ,,state,607806,34330,False,17366189,33,3499.93888,0.0565
2021-03-15,RN,,state,182801,3988,False,3534165,24,5172.39574,0.0218
2021-03-15,RO,,state,166931,3415,False,1796460,11,9292.21914,0.0205
2021-03-15,RR,,state,86022,1250,False,631181,14,13628.73724,0.0145
2021-03-15,RS,,state,744844,15105,False,11422973,43,6520.57919,0.0203
2021-03-15,SC,,state,733309,8791,False,7252502,42,10111.11752,0.012
2021-03-15,SE,,state,159857,3141,False,2318822,28,6893.88836,0.0196
2021-03-15,SP,,state,2208242,64223,False,46289333,35,4770.52024,0.0291
2021-03-15,TO,,state,127093,1715,False,1590248,17,7992.02389,0.0135
2021-03-14,AC,,state,62620,1122,False,894470,12,7000.79377,0.0179
2021-03-14,AL,,state,140342,3198,False,3351543,27,4187.38474,0.0228
2021-03-14,AM,,state,331768,11539,False,4207714,13,7884.75643,0.0348
2021-03-14,AP,,state,88047,1181,False,861773,16,10216.95969,0.0134
2021-03-14,BA,,state,743064,13239,False,14930634,29,4976.7746,0.0178
2021-03-14,CE,,state,471693,12274,False,9187103,23,5134.29533,0.026
2021-03-14,DF,,state,317880,5116,False,3055149,53,10404.72985,0.0161
2021-03-14,ES,,state,344765,6720,False,4064052,32,8483.2822,0.0195
2021-03-14,GO,,state,434711,9581,False,7113540,52,6111.03614,0.022
2021-03-14,MA,,state,228411,5483,False,7114598,21,3210.45546,0.024
2021-03-14,MG,,state,971379,20650,False,21292666,31,4562.03559,0.0213
2021-03-14,MS,,state,194882,3628,False,2809394,50,6936.79847,0.0186
2021-03-14,MT,,state,272232,6370,False,3526220,51,7720.22165,0.0234
2021-03-14,PA,,state,383704,9374,False,8690745,15,4415.08754,0.0244
2021-03-14,PB,,state,238569,4933,False,4039277,25,5906.23025,0.0207
2021-03-14,PE,,state,317528,11383,False,9616621,26,3301.86663,0.0358
2021-03-14,PI,,state,186101,3647,False,3281480,22,5671.252,0.0196
2021-03-14,PR,,state,761643,13585,False,11516840,41,6613.29844,0.0178
2021-03-14,RJ,,state,606720,34329,False,17366189,33,3493.68534,0.0566
2021-03-14,RN,,state,181763,3937,False,3534165,24,5143.0253,0.0217
2021-03-14,RO,,state,165438,3367,False,1796460,11,9209.11125,0.0204
2021-03-14,RR,,state,85856,1232,False,631181,14,13602.43734,0.0143
2021-03-14,RS,,state,742866,14957,False,11422973,43,6503.2632,0.0201
2021-03-14,SC,,state,730968,8695,False,7252502,42,10078.839,0.0119
2021-03-14,SE,,state,158800,3123,False,2318822,28,6848.30487,0.0197
2021-03-14,SP,,state,2202983,64123,False,46289333,35,4759.15909,0.0291
2021-03-14,TO,,state,126131,1697,False,1590248,17,7931.53018,0.0135
2021-03-13,AC,,state,62332,1116,False,894470,12,6968.59593,0.0179
2021-03-13,AL,,state,139645,3182,False,3351543,27,4166.58834,0.0228
2021-03-13,AM,,state,331172,11516,False,4207714,13,7870.59197,0.0348
2021-03-13,AP,,state,87792,1181,False,861773,16,10187.36953,0.0135
2021-03-13,BA,,state,740148,13159,False,14930634,29,4957.24428,0.0178
2021-03-13,CE,,state,469723,12239,False,9187103,23,5112.85222,0.0261
2021-03-13,DF,,state,316181,5097,False,3055149,53,10349.11882,0.0161
2021-03-13,ES,,state,343791,6708,False,4064052,32,8459.31597,0.0195
2021-03-13,GO,,state,433095,9547,False,7113540,52,6088.3189,0.022
2021-03-13,MA,,state,228004,5469,False,7114598,21,3204.73483,0.024
2021-03-13,MG,,state,963889,20506,False,21292666,31,4526.85915,0.0213
2021-03-13,MS,,state,194346,3614,False,2809394,50,6917.71962,0.0186
2021-03-13,MT,,state,271765,6330,False,3526220,51,7706.97801,0.0233
2021-03-13,PA,,state,382872,9329,False,8690745,15,4405.51414,0.0244
2021-03-13,PB,,state,237313,4896,False,4039277,25,5875.13558,0.0206
2021-03-13,PE,,state,316424,11357,False,9616621,26,3290.38651,0.0359
2021-03-13,PI,,state,185844,3623,False,3281480,22,5663.42016,0.0195
2021-03-13,PR,,state,757791,13492,False,11516840,41,6579.85176,0.0178
2021-03-13,RJ,,state,606452,34304,False,17366189,33,3492.14212,0.0566
2021-03-13,RN,,state,181225,3919,False,3534165,24,5127.80247,0.0216
2021-03-13,RO,,state,164746,3346,False,1796460,11,9170.59105,0.0203
2021-03-13,RR,,state,85767,1232,False,631181,14,13588.33678,0.0144
2021-03-13,RS,,state,739759,14885,False,11422973,43,6476.06363,0.0201
2021-03-13,SC,,state,728567,8615,False,7252502,42,10045.73318,0.0118
2021-03-13,SE,,state,158251,3105,False,2318822,28,6824.62906,0.0196
2021-03-13,SP,,state,2195130,63965,False,46289333,35,4742.19406,0.0291
2021-03-13,TO,,state,125392,1680,False,1590248,17,7885.05944,0.0134
2021-03-12,AC,,state,61709,1106,False,894470,12,6898.94574,0.0179
2021-03-12,AL,,state,138929,3166,False,3351543,27,4145.22505,0.0228
2021-03-12,AM,,state,330010,11482,False,4207714,13,7842.97602,0.0348
2021-03-12,AP,,state,87479,1177,False,861773,16,10151.04906,0.0135
2021-03-12,BA,,state,735666,13062,False,14930634,29,4927.22546,0.0178
2021-03-12,CE,,state,465531,12175,False,9187103,23,5067.22304,0.0262
2021-03-12,DF,,state,314521,5082,False,3055149,53,10294.78431,0.0162
2021-03-12,ES,,state,342446,6691,False,4064052,32,8426.22092,0.0195
2021-03-12,GO,,state,431294,9508,False,7113540,52,6063.00098,0.022
2021-03-12,MA,,state,227156,5440,False,7114598,21,3192.81567,0.0239
2021-03-12,MG,,state,956468,20300,False,21292666,31,4492.00678,0.0212
2021-03-12,MS,,state,193629,3584,False,2809394,50,6892.1981,0.0185
2021-03-12,MT,,state,271212,6291,False,3526220,51,7691.29549,0.0232
2021-03-12,PA,,state,382212,9290,False,8690745,15,4397.91986,0.0243
2021-03-12,PB,,state,235619,4865,False,4039277,25,5833.19738,0.0206
2021-03-12,PE,,state,314793,11318,False,9616621,26,3273.42629,0.036
2021-03-12,PI,,state,185192,3606,False,3281480,22,5643.55108,0.0195
2021-03-12,PR,,state,751562,13335,False,11516840,41,6525.76575,0.0177
2021-03-12,RJ,,state,604171,34210,False,17366189,33,3479.0074,0.0566
2021-03-12,RO,,state,164045,3313,False,1796460,11,9131.56987,0.0202
2021-03-12,RR,,state,85572,1232,False,631181,14,13557.44232,0.0144
2021-03-12,RS,,state,730478,14554,False,11422973,43,6394.81508,0.0199
2021-03-12,SC,,state,724107,8502,False,7252502,42,9984.23716,0.0117
2021-03-12,SE,,state,157535,3088,False,2318822,28,6793.75131,0.0196
2021-03-12,SP,,state,2179786,63531,False,46289333,35,4709.04603,0.0291
2021-03-12,TO,,state,124722,1660,False,1590248,17,7842.92764,0.0133
2021-03-11,AC,,state,61394,1094,False,894470,12,6863.72936,0.0178
2021-03-11,AL,,state,138065,3150,False,3351543,27,4119.44588,0.0228
2021-03-11,AM,,state,328763,11431,False,4207714,13,7813.33998,0.0348
2021-03-11,AP,,state,87095,1169,False,861773,16,10106.48976,0.0134
2021-03-11,BA,,state,730542,12961,False,14930634,29,4892.90676,0.0177
2021-03-11,CE,,state,459782,12116,False,9187103,23,5004.64619,0.0264
2021-03-11,DF,,state,312956,5048,False,3055149,53,10243.55932,0.0161
2021-03-11,ES,,state,340936,6660,False,4064052,32,8389.06589,0.0195
2021-03-11,GO,,state,428581,9403,False,7113540,52,6024.86245,0.0219
2021-03-11,MA,,state,226172,5413,False,7114598,21,3178.98495,0.0239
2021-03-11,MG,,state,946556,20087,False,21292666,31,4445.45554,0.0212
2021-03-11,MS,,state,192430,3563,False,2809394,50,6849.51986,0.0185
2021-03-11,MT,,state,269155,6222,False,3526220,51,7632.96107,0.0231
2021-03-11,PA,,state,380924,9244,False,8690745,15,4383.09949,0.0243
2021-03-11,PB,,state,234254,4832,False,4039277,25,5799.4042,0.0206
2021-03-11,PE,,state,313227,11269,False,9616621,26,3257.14198,0.036
2021-03-11,PI,,state,184059,3577,False,3281480,22,5609.02398,0.0194
2021-03-11,PR,,state,745898,13159,False,11516840,41,6476.58559,0.0176
2021-03-11,RJ,,state,601666,34083,False,17366189,33,3464.58282,0.0566
2021-03-11,RN,,state,181225,3885,False,3534165,24,5127.80247,0.0214
2021-03-11,RO,,state,162818,3278,False,1796460,11,9063.26887,0.0201
2021-03-11,RR,,state,85242,1226,False,631181,14,13505.15938,0.0144
2021-03-11,RS,,state,720461,14363,False,11422973,43,6307.12337,0.0199
2021-03-11,SC,,state,717454,8377,False,7252502,42,9892.5033,0.0117
2021-03-11,SE,,state,157340,3072,False,2318822,28,6785.34187,0.0195
2021-03-11,SP,,state,2164066,63010,False,46289333,35,4675.08573,0.0291
2021-03-11,TO,,state,123537,1639,False,1590248,17,7768.41096,0.0133
2021-03-10,AC,,state,61121,1083,False,894470,12,6833.20849,0.0177
2021-03-10,AL,,state,137339,3134,False,3351543,27,4097.78421,0.0228
2021-03-10,AM,,state,327523,11388,False,4207714,13,7783.87029,0.0348
2021-03-10,AP,,state,86674,1167,False,861773,16,10057.63699,0.0135
2021-03-10,BA,,state,725567,12846,False,14930634,29,4859.586,0.0177
2021-03-10,CE,,state,454325,12014,False,9187103,23,4945.2477,0.0264
2021-03-10,DF,,state,311098,5027,False,3055149,53,10182.74395,0.0162
2021-03-10,ES,,state,339054,6642,False,4064052,32,8342.75743,0.0196
2021-03-10,GO,,state,424259,9283,False,7113540,52,5964.10507,0.0219
2021-03-10,MA,,state,225334,5379,False,7114598,21,3167.20636,0.0239
2021-03-10,MG,,state,938811,19824,False,21292666,31,4409.08151,0.0211
2021-03-10,MS,,state,191326,3537,False,2809394,50,6810.22313,0.0185
2021-03-10,MT,,state,267051,6173,False,3526220,51,7573.29378,0.0231
2021-03-10,PA,,state,379196,9171,False,8690745,15,4363.21627,0.0242
2021-03-10,PB,,state,232771,4797,False,4039277,25,5762.68971,0.0206
2021-03-10,PE,,state,311558,11246,False,9616621,26,3239.78662,0.0361
2021-03-10,PI,,state,182650,3545,False,3281480,22,5566.08603,0.0194
2021-03-10,PR,,state,741568,13060,False,11516840,41,6438.98847,0.0176
2021-03-10,RJ,,state,599572,33893,False,17366189,33,3452.5249,0.0565
2021-03-10,RN,,state,179974,3857,False,3534165,24,5092.40514,0.0214
2021-03-10,RO,,state,161205,3240,False,1796460,11,8973.48118,0.0201
2021-03-10,RR,,state,84909,1216,False,631181,14,13452.40113,0.0143
2021-03-10,RS,,state,713614,14087,False,11422973,43,6247.18276,0.0197
2021-03-10,SC,,state,711953,8277,False,7252502,42,9816.65362,0.0116
2021-03-10,SE,,state,157088,3057,False,2318822,28,6774.47428,0.0195
2021-03-10,SP,,state,2149561,62570,False,46289333,35,4643.75021,0.0291
2021-03-10,TO,,state,122426,1623,False,1590248,17,7698.54765,0.0133
2021-03-09,AC,,state,60721,1071,False,894470,12,6788.48927,0.0176
2021-03-09,AL,,state,136759,3118,False,3351543,27,4080.47875,0.0228
2021-03-09,AM,,state,326174,11341,False,4207714,13,7751.81013,0.0348
2021-03-09,AP,,state,86346,1164,False,861773,16,10019.57592,0.0135
2021-03-09,BA,,state,720068,12735,False,14930634,29,4822.75568,0.0177
2021-03-09,CE,,state,451279,11909,False,9187103,23,4912.09253,0.0264
2021-03-09,DF,,state,309547,5002,False,3055149,53,10131.9772,0.0162
2021-03-09,ES,,state,337582,6610,False,4064052,32,8306.53742,0.0196
2021-03-09,GO,,state,419939,9012,False,7113540,52,5903.37582,0.0215
2021-03-09,MA,,state,224369,5344,False,7114598,21,3153.64269,0.0238
2021-03-09,MG,,state,928402,19605,False,21292666,31,4360.19614,0.0211
2021-03-09,MS,,state,190392,3516,False,2809394,50,6776.97753,0.0185
2021-03-09,MT,,state,265199,6130,False,3526220,51,7520.77295,0.0231
2021-03-09,PA,,state,377051,9084,False,8690745,15,4338.53484,0.0241
2021-03-09,PB,,state,231406,4747,False,4039277,25,5728.89653,0.0205
2021-03-09,PE,,state,309976,11224,False,9616621,26,3223.33593,0.0362
2021-03-09,PI,,state,181560,3524,False,3281480,22,5532.86932,0.0194
2021-03-09,PR,,state,733223,12816,False,11516840,41,6366.52936,0.0175
2021-03-09,RJ,,state,597136,33824,False,17366189,33,3438.49765,0.0566
2021-03-09,RN,,state,178508,3834,False,3534165,24,5050.92433,0.0215
2021-03-09,RO,,state,159484,3180,False,1796460,11,8877.68166,0.0199
2021-03-09,RR,,state,83922,1203,False,631181,14,13296.02761,0.0143
2021-03-09,RS,,state,703211,13837,False,11422973,43,6156.1119,0.0197
2021-03-09,SC,,state,712063,8170,False,7252502,42,9818.17034,0.0115
2021-03-09,SE,,state,156491,3043,False,2318822,28,6748.72845,0.0194
2021-03-09,SP,,state,2134020,62101,False,46289333,35,4610.1766,0.0291
2021-03-09,TO,,state,121232,1611,False,1590248,17,7623.46502,0.0133
2021-03-08,AC,,state,60656,1066,False,894470,12,6781.2224,0.0176
2021-03-08,AL,,state,136107,3102,False,3351543,27,4061.02503,0.0228
2021-03-08,AM,,state,324564,11288,False,4207714,13,7713.54707,0.0348
2021-03-08,AP,,state,85879,1161,False,861773,16,9965.38532,0.0135
2021-03-08,BA,,state,715418,12632,False,14930634,29,4791.61166,0.0177
2021-03-08,CE,,state,448542,11801,False,9187103,23,4882.30076,0.0263
2021-03-08,DF,,state,308539,4979,False,3055149,53,10098.98372,0.0161
2021-03-08,ES,,state,336218,6576,False,4064052,32,8272.97485,0.0196
2021-03-08,GO,,state,416763,9012,False,7113540,52,5858.72857,0.0216
2021-03-08,MA,,state,223822,5309,False,7114598,21,3145.95428,0.0237
2021-03-08,MG,,state,924572,19548,False,21292666,31,4342.20872,0.0211
2021-03-08,MS,,state,189155,3491,False,2809394,50,6732.94668,0.0185
2021-03-08,MT,,state,263410,6085,False,3526220,51,7470.03874,0.0231
2021-03-08,PA,,state,374931,9008,False,8690745,15,4314.14108,0.024
2021-03-08,PB,,state,230206,4711,False,4039277,25,5699.18825,0.0205
2021-03-08,PE,,state,308657,11207,False,9616621,26,3209.62009,0.0363
2021-03-08,PI,,state,180475,3504,False,3281480,22,5499.80497,0.0194
2021-03-08,PR,,state,727823,12610,False,11516840,41,6319.6415,0.0173
2021-03-08,RJ,,state,594964,33729,False,17366189,33,3425.99058,0.0567
2021-03-08,RN,,state,177072,3805,False,3534165,24,5010.29239,0.0215
2021-03-08,RO,,state,158343,3148,False,1796460,11,8814.16786,0.0199
2021-03-08,RR,,state,83869,1191,False,631181,14,13287.63065,0.0142
2021-03-08,RS,,state,691405,13562,False,11422973,43,6052.75877,0.0196
2021-03-08,SC,,state,709077,8062,False,7252502,42,9776.99834,0.0114
2021-03-08,SE,,state,156109,3032,False,2318822,28,6732.25457,0.0194
2021-03-08,SP,,state,2117962,61584,False,46289333,35,4575.48611,0.0291
2021-03-08,TO,,state,120228,1601,False,1590248,17,7560.33021,0.0133
2021-03-07,AC,,state,60288,1063,False,894470,12,6740.08072,0.0176
2021-03-07,AL,,state,135566,3087,False,3351543,27,4044.88321,0.0228
2021-03-07,AM,,state,324103,11262,False,4207714,13,7702.591,0.0347
2021-03-07,AP,,state,85578,1156,False,861773,16,9930.45732,0.0135
2021-03-07,BA,,state,714005,12530,False,14930634,29,4782.1479,0.0175
2021-03-07,CE,,state,446613,11720,False,9187103,23,4861.30394,0.0262
2021-03-07,DF,,state,306251,4962,False,3055149,53,10024.09375,0.0162
2021-03-07,ES,,state,334887,6552,False,4064052,32,8240.22429,0.0196
2021-03-07,GO,,state,413189,8936,False,7113540,52,5808.48635,0.0216
2021-03-07,MA,,state,223489,5275,False,7114598,21,3141.27376,0.0236
2021-03-07,MG,,state,922573,19523,False,21292666,31,4332.82051,0.0212
2021-03-07,MS,,state,188267,3469,False,2809394,50,6701.33844,0.0184
2021-03-07,MT,,state,261116,6016,False,3526220,51,7404.98324,0.023
2021-03-07,PA,,state,373643,8968,False,8690745,15,4299.32071,0.024
2021-03-07,PB,,state,229194,4679,False,4039277,25,5674.13426,0.0204
2021-03-07,PE,,state,308284,11173,False,9616621,26,3205.74139,0.0362
2021-03-07,PI,,state,179588,3485,False,3281480,22,5472.77448,0.0194
2021-03-07,PR,,state,725797,12591,False,11516840,41,6302.04987,0.0173
2021-03-07,RJ,,state,594202,33717,False,17366189,33,3421.60275,0.0567
2021-03-07,RN,,state,175885,3776,False,3534165,24,4976.70595,0.0215
2021-03-07,RO,,state,157002,3082,False,1796460,11,8739.52106,0.0196
2021-03-07,RR,,state,83869,1167,False,631181,14,13287.63065,0.0139
2021-03-07,RS,,state,688846,13449,False,11422973,43,6030.35655,0.0195
2021-03-07,SC,,state,707501,7964,False,7252502,42,9755.26791,0.0113
2021-03-07,SE,,state,155384,3023,False,2318822,28,6700.98869,0.0195
2021-03-07,SP,,state,2113738,61463,False,46289333,35,4566.36089,0.0291
2021-03-07,TO,,state,119323,1594,False,1590248,17,7503.42085,0.0134
2021-03-06,AC,,state,60070,1054,False,894470,12,6715.70874,0.0175
2021-03-06,AL,,state,134949,3073,False,3351543,27,4026.47378,0.0228
2021-03-06,AM,,state,323610,11240,False,4207714,13,7690.87443,0.0347
2021-03-06,AP,,state,85375,1156,False,861773,16,9906.90124,0.0135
2021-03-06,BA,,state,710900,12448,False,14930634,29,4761.35173,0.0175
2021-03-06,CE,,state,444221,11685,False,9187103,23,4835.26744,0.0263
2021-03-06,DF,,state,305377,4950,False,3055149,53,9995.48631,0.0162
2021-03-06,ES,,state,334214,6538,False,4064052,32,8223.66446,0.0196
2021-03-06,GO,,state,412281,8903,False,7113540,52,5795.72196,0.0216
2021-03-06,MA,,state,223201,5239,False,7114598,21,3137.22574,0.0235
2021-03-06,MG,,state,916205,19359,False,21292666,31,4302.9135,0.0211
2021-03-06,MS,,state,187615,3444,False,2809394,50,6678.13059,0.0184
2021-03-06,MT,,state,260760,5993,False,3526220,51,7394.88744,0.023
2021-03-06,PA,,state,373041,8930,False,8690745,15,4292.39381,0.0239
2021-03-06,PB,,state,227976,4656,False,4039277,25,5643.98035,0.0204
2021-03-06,PE,,state,307984,11153,False,9616621,26,3202.62179,0.0362
2021-03-06,PI,,state,179304,3460,False,3281480,22,5464.11985,0.0193
2021-03-06,PR,,state,680777,12344,False,11516840,41,5911.14403,0.0181
2021-03-06,RJ,,state,592505,33712,False,17366189,33,3411.83089,0.0569
2021-03-06,RO,,state,156298,3067,False,1796460,11,8700.33288,0.0196
2021-03-06,RR,,state,83846,1167,False,631181,14,13283.98669,0.0139
2021-03-06,RS,,state,686175,13370,False,11422973,43,6006.97384,0.0195
2021-03-06,SC,,state,705760,7894,False,7252502,42,9731.2624,0.0112
2021-03-06,SE,,state,154175,3013,False,2318822,28,6648.85015,0.0195
2021-03-06,SP,,state,2107687,61417,False,46289333,35,4553.28877,0.0291
2021-03-06,TO,,state,118942,1584,False,1590248,17,7479.46232,0.0133
2021-03-05,AC,,state,59500,1047,False,894470,12,6651.98386,0.0176
2021-03-05,AL,,state,134419,3060,False,3351543,27,4010.66016,0.0228
2021-03-05,AM,,state,322227,11229,False,4207714,13,7658.00622,0.0348
2021-03-05,AP,,state,85065,1156,False,861773,16,9870.92889,0.0136
2021-03-05,BA,,state,706375,12353,False,14930634,29,4731.04491,0.0175
2021-03-05,CE,,state,441484,11642,False,9187103,23,4805.47568,0.0264
2021-03-05,DF,,state,303685,4933,False,3055149,53,9940.10439,0.0162
2021-03-05,ES,,state,332890,6526,False,4064052,32,8191.08614,0.0196
2021-03-05,GO,,state,412205,8881,False,7113540,52,5794.65358,0.0215
2021-03-05,MA,,state,222481,5201,False,7114598,21,3127.10571,0.0234
2021-03-05,MG,,state,908869,19204,False,21292666,31,4268.46032,0.0211
2021-03-05,MS,,state,187073,3431,False,2809394,50,6658.83817,0.0183
2021-03-05,MT,,state,259946,5968,False,3526220,51,7371.80323,0.023
2021-03-05,PA,,state,372488,8875,False,8690745,15,4286.03071,0.0238
2021-03-05,PB,,state,225672,4612,False,4039277,25,5586.94044,0.0204
2021-03-05,PE,,state,306320,11119,False,9616621,26,3185.31842,0.0363
2021-03-05,PI,,state,178539,3447,False,3281480,22,5440.8072,0.0193
2021-03-05,PR,,state,672179,12196,False,11516840,41,5836.48813,0.0181
2021-03-05,RJ,,state,591945,33607,False,17366189,33,3408.60623,0.0568
2021-03-05,RO,,state,155471,3040,False,1796460,11,8654.2979,0.0196
2021-03-05,RR,,state,83745,1167,False,631181,14,13267.98494,0.0139
2021-03-05,RS,,state,676576,13188,False,11422973,43,5922.94143,0.0195
2021-03-05,SC,,state,700127,7816,False,7252502,42,9653.59265,0.0112
2021-03-05,SE,,state,154031,3003,False,2318822,28,6642.6401,0.0195
2021-03-05,SP,,state,2093924,61064,False,46289333,35,4523.55622,0.0292
2021-03-05,TO,,state,118244,1574,False,1590248,17,7435.5698,0.0133
2021-03-04,AC,,state,58884,1037,False,894470,12,6583.11626,0.0176
2021-03-04,AL,,state,133796,3047,False,3351543,27,3992.07171,0.0228
2021-03-04,AM,,state,319872,11172,False,4207714,13,7602.03759,0.0349
2021-03-04,AP,,state,84808,1152,False,861773,16,9841.10665,0.0136
2021-03-04,BA,,state,700768,12251,False,14930634,29,4693.49125,0.0175
2021-03-04,CE,,state,437923,11554,False,9187103,23,4766.71482,0.0264
2021-03-04,DF,,state,302185,4918,False,3055149,53,9891.00695,0.0163
2021-03-04,ES,,state,331328,6499,False,4064052,32,8152.65159,0.0196
2021-03-04,GO,,state,410024,8831,False,7113540,52,5763.99374,0.0215
2021-03-04,MA,,state,221884,5162,False,7114598,21,3118.71451,0.0233
2021-03-04,MG,,state,901535,19032,False,21292666,31,4234.01654,0.0211
2021-03-04,MS,,state,185883,3416,False,2809394,50,6616.48028,0.0184
2021-03-04,MT,,state,258460,5941,False,3526220,51,7329.66179,0.023
2021-03-04,PA,,state,371227,8819,False,8690745,15,4271.52103,0.0238
